chunk_token_length,overlap_percentage,retriever,embedder,mmr_fetch_k,mmr_lambda_mult,gen_model,1 - accuracy,number of documents,1 - rouge1_gold,rouge1_gold,1 - rouge2_gold,rouge2_gold,1 - rougeL_gold,rougeL_gold,1 - bert_f1_gold,bert_f1_gold,1 - bert_precision_gold,bert_precision_gold,1 - bert_recall_gold,bert_recall_gold,1 - emb_sim_gold,emb_sim_gold,1 - rouge1_query,rouge1_query,1 - rouge2_query,rouge2_query,1 - rougeL_query,rougeL_query,1 - bert_f1_query,bert_f1_query,1 - emb_sim_query,emb_sim_query,1 - rouge1_context,rouge1_context,1 - rouge2_context,rouge2_context,1 - rougeL_context,rougeL_context,1 - bert_f1_context,bert_f1_context,1 - emb_sim_context,emb_sim_context,status,error
182,0.4296068803331,mmr,granite-embedding-107m,95,0.3989048824773,qwen/qwen3-14b,0.33999999999999997,15.0,0.6981186922927822,0.30188130770721777,0.8874160343297922,0.11258396567020776,0.7910145141472259,0.2089854858527741,0.29053282737731934,0.7094671726226807,0.2826501727104187,0.7173498272895813,0.295157790184021,0.704842209815979,0.14164766554335795,0.858352334456642,0.7893007567652366,0.21069924323476344,0.8909223150426123,0.10907768495738765,0.8313735456920374,0.1686264543079626,0.3162664771080017,0.6837335228919983,0.14927038671585324,0.8507296132841468,0.9449661073423419,0.05503389265765815,0.977458323415929,0.022541676584071073,0.9629861218123414,0.037013878187658604,0.3235631585121155,0.6764368414878845,0.14467972250914019,0.8553202774908598,,
445,0.2599469167581,ensemble,qwen3-embedding-4b,,,google/gemma-3-12b-it,0.31999999999999995,5.0,0.6359459969796114,0.3640540030203886,0.8349009890060095,0.16509901099399044,0.7381356485500006,0.2618643514499995,0.27604544162750244,0.7239545583724976,0.27093183994293213,0.7290681600570679,0.27851730585098267,0.7214826941490173,0.2299905944372752,0.7700094055627248,0.8051131046653407,0.1948868953346593,0.9064850060834388,0.09351499391656114,0.851351427182655,0.148648572817345,0.3168569803237915,0.6831430196762085,0.26459420772038034,0.7354057922796197,0.8989122946248791,0.10108770537512086,0.9380284594148227,0.061971540585177315,0.9219436417058162,0.07805635829418377,0.3012571930885315,0.6987428069114685,,,,
172,0.4611562063775,base,nomic-embed-text-v2-moe,,,google/gemma-3-27b-it,0.38,6.0,0.627352605300876,0.37264739469912395,0.8264574791877577,0.1735425208122423,0.7357924647255634,0.2642075352744367,0.27101826667785645,0.7289817333221436,0.26822996139526367,0.7317700386047363,0.27188652753829956,0.7281134724617004,0.2532880062866212,0.7467119937133788,0.812682503748337,0.18731749625166302,0.9234723604205737,0.07652763957942628,0.859556998326229,0.14044300167377105,0.3200879693031311,0.6799120306968689,0.30923429628912646,0.6907657037108735,0.8361592547397525,0.16384074526024744,0.896690201203691,0.10330979879630893,0.8729694247918015,0.12703057520819852,0.28836435079574585,0.7116356492042542,0.23297762648320197,0.767022373516798,,
183,0.4943760534874,base,nomic-embed-text-v2-moe,,,qwen/qwen3-14b,0.38,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0.470707798366,ensemble,bert-base-italian-xxl-cased,,,qwen/qwen3-32b,0.62,5.0,0.8134011261422023,0.18659887385779772,0.9412965466327926,0.058703453367207364,0.8757633596339274,0.1242366403660726,0.3409973382949829,0.6590026617050171,0.2971402406692505,0.7028597593307495,0.3702983856201172,0.6297016143798828,0.3332834614249788,0.6667165385750212,0.8819161827815615,0.11808381721843855,0.9392192872050865,0.060780712794913434,0.9030723864876429,0.09692761351235715,0.3427656292915344,0.6572343707084656,0.41835394642432455,0.5816460535756754,0.8678353774989341,0.13216462250106584,0.9528327713440526,0.047167228655947406,0.923265963710187,0.076734036289813,0.3809986710548401,0.6190013289451599,0.31931146464643945,0.6806885353535606,,
119,0.4394531480765,ensemble,bert-base-italian-xxl-cased,,,google/gemma-3-27b-it,0.51,8.0,0.6927570184872989,0.3072429815127012,0.8727844433713823,0.12721555662861772,0.7869992729782025,0.21300072702179748,0.2958343029022217,0.7041656970977783,0.2728695273399353,0.7271304726600647,0.31285297870635986,0.6871470212936401,0.20435676761628385,0.7956432323837161,0.8121848167155878,0.18781518328441216,0.9077704876433712,0.0922295123566288,0.855250719069768,0.14474928093023195,0.3129897117614746,0.6870102882385254,0.29164956775611484,0.7083504322438852,0.868763043904702,0.13123695609529792,0.9198939422442158,0.0801060577557842,0.9012957820138612,0.09870421798613879,0.3331931233406067,0.6668068766593933,0.19036335335123478,0.8096366466487652,,
216,0.4462645812294,base,bert-base-italian-xxl-cased,,,google/gemma-3-27b-it,0.77,7.0,0.7608624234468296,0.23913757655317033,0.913224181754452,0.086775818245548,0.8403310966078841,0.15966890339211598,0.31971192359924316,0.6802880764007568,0.2847660183906555,0.7152339816093445,0.3450958728790283,0.6549041271209717,0.2664883321517737,0.7335116678482263,0.828593597317121,0.17140640268287893,0.9052784094526919,0.09472159054730814,0.8587851895965322,0.14121481040346778,0.3149055242538452,0.6850944757461548,0.330951223263641,0.669048776736359,0.9078521360464082,0.09214786395359177,0.950376033261806,0.04962396673819401,0.932845320012909,0.06715467998709106,0.35710257291793823,0.6428974270820618,0.2545106858954834,0.7454893141045166,,
159,0.4503801282621,base,bert-base-italian-xxl-cased,,,google/gemma-3-4b-it,0.78,8.0,0.8159298088408126,0.18407019115918746,0.9391105460570939,0.060889453942906076,0.8771326168082285,0.12286738319177146,0.3397257924079895,0.6602742075920105,0.28712230920791626,0.7128776907920837,0.378193199634552,0.621806800365448,0.33896637412204433,0.6610336258779557,0.8712761275754092,0.12872387242459082,0.9376820798910109,0.06231792010898906,0.8954400135926474,0.10455998640735263,0.3325520157814026,0.6674479842185974,0.3958045271735334,0.6041954728264666,0.9156728927470228,0.08432710725297721,0.9514320819439183,0.04856791805608178,0.9380179128904758,0.06198208710952427,0.3792409300804138,0.6207590699195862,0.3243151361678305,0.6756848638321695,,
211,0.1390356071995,bm25_only,granite-embedding-107m,,,qwen/qwen3-32b,0.38,20.0,0.7267561498498172,0.2732438501501828,0.9112727221465173,0.0887272778534827,0.8253740655303394,0.17462593446966063,0.30745643377304077,0.6925435662269592,0.30231112241744995,0.69768887758255,0.30550432205200195,0.694495677947998,0.1818424484161355,0.8181575515838645,0.8527428355627759,0.14725716443722417,0.9199289188797449,0.08007108112025507,0.8822314916458863,0.11776850835411372,0.33548080921173096,0.664519190788269,0.19631126059894555,0.8036887394010545,0.95546252096487,0.04453747903512992,0.9816786006841401,0.01832139931585982,0.9713355075294721,0.02866449247052792,0.35027313232421875,0.6497268676757812,0.23223465308482616,0.7677653469151738,,
489,0.1453188424318,ensemble,granite-embedding-278m,,,google/gemma-3-12b-it,0.36,7.0,0.6373628612755854,0.3626371387244146,0.8450951844317949,0.1549048155682051,0.7453438233551508,0.2546561766448492,0.2758163809776306,0.7241836190223694,0.27187424898147583,0.7281257510185242,0.27729642391204834,0.7227035760879517,0.14145576561704054,0.8585442343829595,0.8219628083797301,0.17803719162026987,0.9218122187079532,0.0781877812920468,0.8675414975130625,0.1324585024869375,0.3220946788787842,0.6779053211212158,0.16198254402182,0.83801745597818,0.9423737169736229,0.05762628302637711,0.9637993708221261,0.036200629177873915,0.955887360829368,0.044112639170632066,0.3179283142089844,0.6820716857910156,0.17444516483176864,0.8255548351682314,,
